coordinates,timestamps
"[[354834.1140524547, 7393831.523357352], [354834.1140524547, 7393831.523357352], [354834.1140524547, 7393831.523357352], [354834.1140524547, 7393831.523357352], [354834.1140524547, 7393831.523357352], [354834.1140524547, 7393831.523357352]]","[0, 45, 180, 225, 270, 315]"
"[[353305.6545995311, 7394743.77095681], [353673.95940486947, 7394646.350813052], [354461.12150889414, 7394909.959891865], [354590.5096366522, 7394508.2841003835], [354717.11446689494, 7394246.169928847], [354783.36525191844, 7394110.393717684]]","[0, 45, 181, 244, 289, 334]"
"[[354834.1140524547, 7393831.523357352], [354834.1140524547, 7393831.523357352], [354834.1140524547, 7393831.523357352], [354851.80607126444, 7393810.381118082], [354834.1140524547, 7393831.523357352], [354834.1140524547, 7393831.523357352]]","[0, 45, 180, 225, 270, 315]"
"[[351562.67590480985, 7396158.2837739], [351802.5923335024, 7396507.796420333], [352153.5928438124, 7396099.685534758], [352153.5928438124, 7396099.685534758], [352341.31867145177, 7395711.5438270895], [352401.4260796928, 7395491.716434243]]","[0, 45, 225, 225, 315, 360]"
"[[332320.8437168426, 7403366.319697052], [332499.67121592886, 7403179.195771713], [332639.6380208264, 7402918.918520143], [332724.8175932516, 7402864.873024017], [333067.4955501595, 7402736.341092287], [333092.97520016285, 7402755.126260869]]","[0, 44, 200, 221, 309, 353]"
"[[330964.3108343296, 7403953.4042334], [331067.7864496702, 7403783.163141642], [331247.92732791527, 7403422.477266593], [331307.2447050838, 7403372.655449664], [331472.4184928912, 7403401.7412571525], [331577.9827555101, 7403466.164014374]]","[0, 44, 177, 221, 309, 353]"
"[[334004.12574669765, 7400229.525000804], [333973.85416751343, 7400070.420026057], [333933.56966845423, 7399825.978162298], [333993.8077096379, 7399731.095349178], [334111.35067853105, 7399771.0777302785], [334130.79361626075, 7399844.601315364]]","[0, 31, 164, 208, 297, 341]"
"[[350045.6575576783, 7400878.760050342], [350045.6575576783, 7400878.760050342], [350045.6575576783, 7400878.760050342], [350045.6575576783, 7400878.760050342], [350045.6575576783, 7400878.760050342], [350045.6575576783, 7400878.760050342]]","[0, 45, 180, 225, 270, 315]"
"[[349027.18572800246, 7401206.858814459], [348790.4186726167, 7401128.118429124], [348250.4022460673, 7400654.317496207], [348095.77617590147, 7400242.880465297], [348070.3589562069, 7400046.779762073], [348017.53582463186, 7399653.325309083]]","[0, 78, 213, 258, 303, 379]"
"[[348298.37852005824, 7400721.232464366], [348298.37852005824, 7400721.232464366], [348082.69557957194, 7400137.593290847], [348063.24384912744, 7399992.953530854], [348017.53582463186, 7399653.325309083], [348004.8079038683, 7399580.65580379]]","[0, 0, 180, 225, 267, 312]"
"[[343873.1112125374, 7396815.37060128], [343873.1112125374, 7396815.37060128], [343873.1112125374, 7396815.37060128], [343873.1112125374, 7396815.37060128], [343772.1138637064, 7396825.700572972], [343772.1138637064, 7396825.700572972]]","[0, 45, 180, 225, 310, 310]"
"[[347111.43015486316, 7399240.075029455], [346899.943450585, 7399147.721710004], [346069.62193361874, 7399164.831062732], [345957.25362910016, 7399118.881987403], [345721.13864283054, 7399026.335329194], [345629.4648171351, 7398993.807785856]]","[0, 45, 190, 235, 280, 325]"
"[[350031.1457539949, 7400894.558750574], [350031.1457539949, 7400894.558750574], [350031.1457539949, 7400894.558750574], [350031.1457539949, 7400894.558750574], [350031.1457539949, 7400894.558750574], [350031.1457539949, 7400894.558750574]]","[0, 34, 169, 214, 304, 322]"
"[[346035.6531461211, 7399151.323355338], [345918.19756503607, 7399103.576297957], [345546.9721232987, 7398967.135152186], [345526.9919596107, 7398963.657633106], [345213.98410293413, 7398890.143185776], [345023.63220118836, 7398792.461361618]]","[0, 45, 180, 225, 329, 374]"
"[[343900.40401263244, 7396812.671346825], [343900.40401263244, 7396812.671346825], [343900.40401263244, 7396812.671346825], [343900.40401263244, 7396812.671346825], [343900.40401263244, 7396812.671346825], [343900.40401263244, 7396812.671346825]]","[0, 45, 180, 225, 270, 315]"
"[[345213.98410293413, 7398890.143185776], [345023.63220118836, 7398792.461361618], [344434.21735265607, 7398244.827697765], [344434.21735265607, 7398244.827697765], [344149.6630978694, 7397858.669836339], [344149.6630978694, 7397858.669836339]]","[0, 45, 225, 225, 339, 339]"
"[[350384.37938890955, 7393421.188532155], [350383.4884443076, 7393674.188042457], [350533.6263450338, 7394281.824541325], [350591.9403932831, 7394389.841708353], [350697.6603298951, 7394622.098542711], [350697.6603298951, 7394622.098542711]]","[0, 45, 180, 225, 315, 315]"
"[[349489.1650939635, 7388212.808922811], [349489.1650939635, 7388212.808922811], [349489.1650939635, 7388212.808922811], [349489.1650939635, 7388212.808922811], [349489.1650939635, 7388212.808922811], [349489.1650939635, 7388212.808922811]]","[0, 45, 180, 225, 315, 360]"
"[[349887.9889792197, 7395651.486577807], [349887.9889792197, 7395651.486577807], [349887.9889792197, 7395651.486577807], [349887.9889792197, 7395651.486577807], [349887.9889792197, 7395651.486577807], [349887.9889792197, 7395651.486577807]]","[0, 45, 180, 225, 315, 360]"
"[[348245.81346541, 7389651.101637516], [348140.6647344074, 7389941.947790252], [347834.7176478055, 7390790.826735112], [347792.71290347155, 7390898.933748734], [347769.1118950499, 7390959.916355201], [347741.46001867193, 7391086.376627054]]","[0, 45, 180, 225, 270, 315]"
"[[320107.1302597588, 7368118.669863457], [320107.1302597588, 7368118.669863457], [320107.1302597588, 7368118.669863457], [320107.1302597588, 7368118.669863457], [320107.1302597588, 7368118.669863457], [320107.1302597588, 7368118.669863457]]","[0, 45, 180, 225, 270, 315]"
"[[320120.83993775526, 7368139.110072602], [320120.83993775526, 7368139.110072602], [320120.83993775526, 7368139.110072602], [320120.83993775526, 7368139.110072602], [320120.83993775526, 7368139.110072602], [320120.83993775526, 7368139.110072602]]","[0, 45, 180, 225, 270, 316]"
"[[325066.7690271209, 7370668.941938302], [324984.93050087563, 7370435.328431913], [324689.11909042124, 7369836.245321332], [324689.11909042124, 7369836.245321332], [324481.69847670343, 7369605.730936994], [324405.01814935595, 7369530.175853133]]","[0, 45, 226, 271, 316, 361]"
"[[320120.83993775526, 7368139.110072602], [320120.83993775526, 7368139.110072602], [320107.1302597588, 7368118.669863457], [320107.1302597588, 7368118.669863457], [320120.83993775526, 7368139.110072602], [320120.83993775526, 7368139.110072602]]","[0, 45, 180, 225, 315, 360]"
"[[320137.6978549699, 7368160.475511536], [320137.6978549699, 7368160.475511536], [320120.83993775526, 7368139.110072602], [320137.6978549699, 7368160.475511536], [320120.83993775526, 7368139.110072602], [320120.83993775526, 7368139.110072602]]","[0, 45, 180, 225, 315, 357]"
"[[317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923]]","[0, 45, 162, 207, 297, 342]"
"[[317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317342.92927678453, 7382973.032070357]]","[0, 45, 194, 239, 329, 361]"
"[[317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923]]","[0, 45, 180, 225, 315, 360]"
"[[317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923]]","[0, 45, 180, 227, 317, 362]"
"[[320207.13649832923, 7382861.146054081], [320267.28970168007, 7382839.902558861], [320039.38302071195, 7382573.695924668], [319796.9997581105, 7382332.005705716], [319785.0580208566, 7382315.908146683], [319514.3917458834, 7382315.323714852]]","[0, 82, 217, 262, 332, 372]"
"[[317311.5801559567, 7383601.331145286], [317279.59734050895, 7383511.433223234], [317255.50367397704, 7382996.192264217], [317342.92927678453, 7382973.032070357], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923]]","[0, 45, 210, 236, 326, 326]"
"[[320216.6195014465, 7382853.3436962655], [320216.6195014465, 7382853.3436962655], [320216.6195014465, 7382853.3436962655], [320216.6195014465, 7382853.3436962655], [320216.6195014465, 7382853.3436962655], [320216.6195014465, 7382853.3436962655]]","[0, 45, 180, 225, 315, 360]"
"[[317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923], [317424.5041230989, 7382950.601044923]]","[0, 45, 180, 225, 315, 360]"
"[[319003.37417958025, 7382349.905331422], [318921.2764735546, 7382503.065625714], [318534.17527331144, 7383347.046954846], [318544.4307104262, 7383576.259335813], [318514.04196084046, 7383828.696124566], [318491.28417618165, 7383964.096612867]]","[0, 45, 202, 247, 292, 337]"
"[[327654.79864019423, 7369150.060451476], [327654.79864019423, 7369150.060451476], [327860.99135469605, 7368570.142458058], [328212.96363859816, 7368192.095709544], [328440.3565214271, 7368535.349731138], [328519.2804245823, 7368644.19200396]]","[0, 0, 150, 223, 303, 338]"
"[[328636.59595197334, 7368863.6102627], [328636.59595197334, 7368863.6102627], [328636.59595197334, 7368863.6102627], [328636.59595197334, 7368863.6102627], [328636.59595197334, 7368863.6102627], [328636.59595197334, 7368863.6102627]]","[0, 45, 180, 225, 316, 316]"
"[[327812.1556441593, 7368641.997973636], [327840.0077016506, 7368590.494041786], [328312.8564046033, 7368271.768000811], [328440.3565214271, 7368535.349731138], [328616.54641531623, 7368843.879313947], [328701.49951300013, 7368921.530090919]]","[0, 45, 186, 231, 306, 336]"
"[[328636.59595197334, 7368863.6102627], [328636.59595197334, 7368863.6102627], [328655.93609690457, 7368883.00050457], [328636.59595197334, 7368863.6102627], [328655.93609690457, 7368883.00050457], [328655.93609690457, 7368883.00050457]]","[0, 45, 180, 225, 315, 315]"
"[[327834.0710509323, 7372927.853191699], [328000.6915813708, 7372642.02483597], [327898.7191818112, 7372096.324981922], [327982.0984926748, 7371904.317914345], [328307.5592753665, 7371607.966641361], [328360.08947806817, 7371272.10459597]]","[0, 39, 151, 196, 286, 331]"
"[[349387.36061060184, 7387854.175860211], [349387.36061060184, 7387854.175860211], [349383.245992276, 7387837.576961757], [349383.245992276, 7387837.576961757], [349383.245992276, 7387837.576961757], [349383.245992276, 7387837.576961757]]","[0, 45, 162, 207, 265, 309]"
"[[352979.05326350254, 7389528.1528878175], [352979.05326350254, 7389528.1528878175], [352979.05326350254, 7389528.1528878175], [352979.05326350254, 7389528.1528878175], [352979.05326350254, 7389528.1528878175], [352979.05326350254, 7389528.1528878175]]","[0, 45, 181, 197, 287, 321]"
"[[352979.05326350254, 7389528.1528878175], [352979.05326350254, 7389528.1528878175], [352936.68618003465, 7389463.633478982], [352936.68618003465, 7389463.633478982], [352936.68618003465, 7389463.633478982], [352936.68618003465, 7389463.633478982]]","[0, 58, 194, 239, 284, 329]"
"[[352978.36441202794, 7389507.879920268], [352978.36441202794, 7389507.879920268], [352978.36441202794, 7389507.879920268], [352978.36441202794, 7389507.879920268], [352978.36441202794, 7389507.879920268], [352978.36441202794, 7389507.879920268]]","[0, 45, 180, 243, 268, 268]"
"[[352435.44913631363, 7388483.062620887], [352398.6464403611, 7388474.329289531], [352320.80261201004, 7388457.207053104], [352230.27188054996, 7388438.294773224], [352121.51450399496, 7388415.431939725], [351904.48171426833, 7388367.549160011]]","[0, 39, 174, 219, 264, 309]"
"[[349754.78633194155, 7387878.396678284], [349643.0111690088, 7387955.929647987], [349390.43510548316, 7387991.310261764], [349389.9654137993, 7387947.837891242], [349383.245992276, 7387837.576961757], [349383.245992276, 7387837.576961757]]","[0, 59, 194, 224, 326, 327]"
"[[349379.3779005754, 7387821.811196083], [349379.3779005754, 7387821.811196083], [349828.6138609385, 7387799.420294333], [350165.6038203036, 7387388.86507573], [350288.39460298, 7387067.553519135], [350595.42547546123, 7386635.308560768]]","[0, 45, 193, 238, 283, 328]"
"[[320257.4593449398, 7382921.301741229], [320257.4593449398, 7382921.301741229], [320264.66866141977, 7382915.85265752], [320264.66866141977, 7382915.85265752], [320257.4593449398, 7382921.301741229], [320257.4593449398, 7382921.301741229]]","[0, 45, 180, 225, 315, 360]"
"[[320273.5769186367, 7382909.150783788], [320273.5769186367, 7382909.150783788], [320273.5769186367, 7382909.150783788], [320273.5769186367, 7382909.150783788], [320279.7048275857, 7382904.519056659], [320273.5769186367, 7382909.150783788]]","[0, 45, 225, 270, 315, 360]"
"[[340523.871261982, 7388432.013340916], [340523.871261982, 7388432.013340916], [340461.5684104572, 7388501.824573759], [340558.50079409516, 7388632.2117758375], [340967.9298143734, 7388879.136916798], [341096.3413516275, 7388958.004564108]]","[0, 69, 178, 222, 310, 354]"
"[[343422.305511886, 7389020.018727035], [343496.43452740717, 7389045.3443765845], [343864.5357766939, 7389214.522062121], [343864.5357766939, 7389214.522062121], [344042.4562470885, 7389479.145246413], [344246.5766150418, 7389656.333134452]]","[0, 44, 178, 222, 310, 354]"
"[[349707.681217696, 7388052.778074509], [349707.681217696, 7388052.778074509], [349707.681217696, 7388052.778074509], [349707.681217696, 7388052.778074509], [349707.681217696, 7388052.778074509], [349707.681217696, 7388052.778074509]]","[0, 45, 222, 267, 311, 355]"
"[[339681.1596189985, 7398531.075493799], [339595.30764165695, 7398918.546033905], [339387.40350581735, 7399648.720844321], [339082.3027998505, 7399627.656206736], [339023.5878450211, 7399593.953218067], [338982.39130722656, 7399569.357641127]]","[0, 44, 176, 221, 265, 309]"
"[[334735.15808439034, 7395806.503634488], [334756.57817177917, 7395774.62741339], [334878.82410084654, 7395592.934166134], [334878.82410084654, 7395592.934166134], [334764.83111197874, 7395401.930156553], [334611.4253940256, 7395360.27162214]]","[0, 45, 177, 221, 309, 354]"
"[[344305.70855503326, 7398038.242932394], [344223.8218652201, 7397900.019325029], [343925.1975274697, 7397734.653124193], [343991.28075439075, 7397313.938062201], [344026.4534386329, 7397085.551409908], [343815.3105731816, 7396820.623929031]]","[0, 44, 221, 265, 309, 377]"
"[[355142.5491066949, 7401081.461213978], [355112.444800718, 7401078.838422564], [354957.2982901253, 7400676.063680103], [354786.645869317, 7400543.2166009], [354326.03096612147, 7400277.978678662], [354206.1504309079, 7400034.374801673]]","[0, 51, 176, 220, 309, 353]"
"[[343941.1271471274, 7396800.147938017], [343941.1271471274, 7396800.147938017], [343941.1271471274, 7396800.147938017], [343941.1271471274, 7396800.147938017], [343941.1271471274, 7396800.147938017], [343941.1271471274, 7396800.147938017]]","[0, 44, 221, 265, 310, 354]"
"[[344087.5364160952, 7397881.43182122], [344066.65280787303, 7397891.038359983], [343973.35058460035, 7397429.823507793], [344026.4534386329, 7397085.551409908], [344031.03089177737, 7396877.437809098], [344031.03089177737, 7396877.437809098]]","[0, 31, 181, 241, 301, 331]"
"[[350097.1179845542, 7398530.059171231], [349873.9624516261, 7398230.511511363], [349332.97783956473, 7398474.631856481], [349302.270375123, 7398491.481464941], [348750.3346861591, 7398429.150511157], [348559.71214114653, 7398531.752384167]]","[0, 45, 174, 220, 310, 356]"
"[[319868.23512628017, 7385395.503584433], [319982.48239006416, 7385221.524326928], [320145.09644072177, 7384849.075438742], [320275.69233356294, 7384838.198369591], [320516.930739296, 7384955.47719552], [320579.60363050597, 7385171.56856158]]","[0, 45, 163, 208, 298, 343]"
"[[319625.50994161324, 7382252.5698208455], [319625.50994161324, 7382252.5698208455], [319817.9888244133, 7382330.161048725], [319908.6708648143, 7382262.597025154], [320145.1376656883, 7382059.379240469], [320209.28500989324, 7382001.551119879]]","[0, 45, 167, 242, 287, 332]"
"[[339703.5411377727, 7403978.950380668], [339751.70437750453, 7403998.358326731], [339774.7575997723, 7403889.246116109], [339774.7575997723, 7403889.246116109], [339774.7575997723, 7403889.246116109], [339774.7575997723, 7403889.246116109]]","[0, 44, 177, 221, 310, 354]"
"[[336283.5717305137, 7402311.276013644], [336299.11518848134, 7402328.172590522], [336612.54854193504, 7402417.993600583], [336878.72224936774, 7402752.925474023], [337278.5877456844, 7402979.220829014], [337537.84998955164, 7403015.399116157]]","[0, 27, 207, 251, 306, 340]"
"[[339638.89692417823, 7404812.121997259], [339638.89692417823, 7404812.121997259], [339741.35532681854, 7404209.552600626], [339850.9643294867, 7404117.221075613], [340015.8531190247, 7403859.784380177], [339889.9469255419, 7403736.96375784]]","[0, 0, 177, 221, 266, 310]"
"[[332886.1963295684, 7400144.094674518], [333072.06286488625, 7400150.225885335], [333872.2471607131, 7400151.807182262], [333911.6407764286, 7400150.204398159], [333911.6407764286, 7400150.204398159], [329472.7672865959, 7402931.826635316]]","[0, 44, 185, 222, 266, 332]"
"[[329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316]]","[0, 44, 176, 220, 309, 353]"
"[[329575.4914158853, 7402991.330863605], [329720.88947677694, 7402983.04961914], [330268.7817467353, 7402411.564744071], [330725.8640835236, 7402363.043366132], [330956.1095615142, 7402165.122625904], [331152.9694966138, 7401898.369442565]]","[0, 44, 177, 239, 310, 354]"
"[[329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316]]","[0, 44, 220, 265, 309, 353]"
"[[329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316]]","[0, 44, 177, 221, 266, 354]"
"[[331822.281259681, 7400849.335131159], [331963.25658371224, 7400761.323838398], [332620.70476883906, 7400391.312235758], [332747.06264548004, 7400502.758064537], [332783.23392134946, 7400367.2774943365], [332791.85303607467, 7400233.919360472]]","[0, 44, 179, 223, 292, 312]"
"[[333980.489068915, 7400104.634300109], [333941.6135451628, 7399909.382151689], [334036.5241403739, 7399848.684781106], [334036.5241403739, 7399848.684781106], [333872.2471607131, 7400151.807182262], [333759.5554548623, 7400156.690961441]]","[0, 44, 177, 221, 309, 354]"
"[[329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316], [329472.7672865959, 7402931.826635316]]","[0, 45, 178, 222, 311, 355]"
"[[329484.4018984311, 7402990.052013518], [329506.81893439963, 7402995.130059436], [329506.81893439963, 7402995.130059436], [329506.81893439963, 7402995.130059436], [329484.4018984311, 7402990.052013518], [329484.4018984311, 7402990.052013518]]","[0, 41, 174, 218, 307, 351]"
"[[340385.11997981044, 7394375.964800497], [340303.2717444619, 7394407.936431317], [340164.31812817487, 7395022.405206505], [340139.17462703295, 7395133.488692861], [340092.4038524692, 7395340.964369925], [339932.3490281982, 7395459.4191911565]]","[0, 45, 180, 225, 315, 360]"
"[[341026.5619817425, 7392594.633074453], [340987.31030002644, 7392744.824675321], [340948.28938553017, 7392850.276166929], [340942.20020498417, 7392907.965462774], [340936.8077947775, 7393047.062742574], [340626.5196190846, 7393206.734411828]]","[0, 45, 180, 225, 315, 360]"
"[[343441.26228557003, 7389384.0848740805], [343441.26228557003, 7389384.0848740805], [343441.26228557003, 7389384.0848740805], [343441.26228557003, 7389384.0848740805], [343441.26228557003, 7389384.0848740805], [343441.26228557003, 7389384.0848740805]]","[0, 45, 180, 225, 315, 360]"
"[[342936.0182203295, 7389406.954364961], [342758.9605066143, 7389481.021915846], [342396.6306830413, 7389932.25022593], [342252.8188663841, 7389992.647428809], [342166.769738525, 7390009.88044751], [342026.28809130413, 7390114.901711842]]","[0, 45, 225, 270, 315, 360]"
"[[351177.27927886543, 7400562.317729671], [351382.18130912096, 7400570.430480393], [351762.46727881394, 7400927.934115628], [352007.0415742413, 7401152.496731436], [352066.9063555154, 7401191.860169975], [352211.73001861625, 7401276.403793067]]","[0, 44, 176, 220, 265, 344]"
"[[354850.21269330615, 7399254.4736118335], [354850.21269330615, 7399254.4736118335], [354850.21269330615, 7399254.4736118335], [354850.21269330615, 7399254.4736118335], [354850.21269330615, 7399254.4736118335], [354850.21269330615, 7399254.4736118335]]","[0, 17, 177, 221, 265, 309]"
"[[343103.0364708699, 7397791.905340653], [343227.1988008156, 7397750.375219664], [343664.15924076596, 7397798.955101157], [343827.105177782, 7397898.2052444], [344087.5364160952, 7397881.43182122], [344123.2742691938, 7397867.414983353]]","[0, 45, 180, 226, 315, 360]"
"[[325312.7677066291, 7401503.713913877], [325312.7677066291, 7401503.713913877], [325312.7677066291, 7401503.713913877], [325312.7677066291, 7401503.713913877], [325312.7677066291, 7401503.713913877], [325312.7677066291, 7401503.713913877]]","[0, 41, 174, 218, 307, 351]"
"[[325823.8619377017, 7399386.45688294], [325774.3681645029, 7399864.169369045], [325514.90658281196, 7400707.040834387], [325399.24745363556, 7401018.191201697], [325388.24959892285, 7401083.96026488], [325284.587390002, 7401571.133566486]]","[0, 41, 199, 243, 287, 346]"
"[[325264.02358047396, 7401668.077308907], [325264.02358047396, 7401668.077308907], [325264.02358047396, 7401668.077308907], [325264.02358047396, 7401668.077308907], [325264.02358047396, 7401668.077308907], [325264.02358047396, 7401668.077308907]]","[0, 44, 196, 222, 311, 355]"
"[[333432.68680600525, 7392890.189943186], [333432.68680600525, 7392890.189943186], [333480.66267276654, 7393392.875619749], [333484.0106894466, 7393430.59735782], [333395.08232206514, 7393527.282398101], [333341.3320749124, 7393643.500381982]]","[0, 0, 177, 221, 309, 353]"
"[[332052.05211131624, 7396393.224941784], [332148.03106288426, 7396396.346615475], [332148.03106288426, 7396396.346615475], [332169.337474317, 7396363.835600375], [332169.337474317, 7396363.835600375], [332169.337474317, 7396363.835600375]]","[0, 45, 177, 221, 221, 317]"
"[[332707.9239168457, 7395400.717268541], [332649.60549828364, 7395433.221146689], [332360.11220138613, 7395608.276445756], [332206.35154935496, 7395822.760322038], [332089.9815568507, 7395973.047229726], [331896.10054945224, 7396221.512452917]]","[0, 44, 177, 221, 265, 310]"
"[[326988.6948275028, 7373807.350568826], [326988.6948275028, 7373807.350568826], [326980.9168166934, 7373796.957196696], [326980.9168166934, 7373796.957196696], [326980.9168166934, 7373796.957196696], [326988.6948275028, 7373807.350568826]]","[0, 46, 179, 223, 312, 356]"
"[[325091.46584903495, 7370569.611147473], [325111.4220573113, 7370862.86892416], [325623.16220665217, 7372083.190279645], [325623.16220665217, 7372083.190279645], [325663.11973490973, 7372257.508731695], [325897.1177260558, 7372650.528161112]]","[0, 44, 222, 266, 313, 379]"
"[[327036.11453058117, 7373870.8272472005], [327028.08620449656, 7373860.043264687], [327028.08620449656, 7373860.043264687], [327028.08620449656, 7373860.043264687], [327028.08620449656, 7373860.043264687], [327036.11453058117, 7373870.8272472005]]","[0, 44, 221, 266, 310, 354]"
"[[344646.98404176114, 7393860.6836377345], [344646.98404176114, 7393860.6836377345], [344598.60265405365, 7393845.329644607], [344606.10742166336, 7393840.425762917], [344803.4908746363, 7393985.716863429], [344825.8305392164, 7394001.901382418]]","[0, 45, 178, 246, 311, 355]"
"[[352904.9604275569, 7396733.225078803], [352904.9604275569, 7396733.225078803], [352904.9604275569, 7396733.225078803], [352904.9604275569, 7396733.225078803], [352906.44627777673, 7396712.365057485], [352906.44627777673, 7396712.365057485]]","[0, 44, 176, 220, 328, 353]"
"[[352906.44627777673, 7396712.365057485], [352906.44627777673, 7396712.365057485], [352906.44627777673, 7396712.365057485], [352906.44627777673, 7396712.365057485], [352906.44627777673, 7396712.365057485], [352906.44627777673, 7396712.365057485]]","[0, 44, 221, 265, 310, 354]"
"[[349314.8670587607, 7398388.6745050065], [349314.8670587607, 7398388.6745050065], [349314.8670587607, 7398388.6745050065], [349314.8670587607, 7398388.6745050065], [349314.8670587607, 7398388.6745050065], [349314.8670587607, 7398388.6745050065]]","[0, 44, 221, 265, 310, 353]"
"[[333673.3434298348, 7394939.526083752], [333673.3434298348, 7394939.526083752], [333645.73996881203, 7394839.313632689], [333694.45356056385, 7394748.607291528], [334300.6101375177, 7395029.913276294], [334376.3821083862, 7395068.523552731]]","[0, 44, 192, 244, 312, 353]"
"[[335870.322524869, 7395873.23719552], [335722.97071672033, 7395839.6882197615], [335246.45882379555, 7395625.428683154], [335122.6219499026, 7395539.669459911], [335058.34719212085, 7395500.9298931565], [334797.3591381412, 7395410.382183679]]","[0, 26, 159, 239, 292, 336]"
"[[345213.98410293413, 7398890.143185776], [345132.5315481682, 7398852.127654804], [344698.2703970568, 7398497.464774436], [344563.93975968764, 7398419.182904957], [344250.22983166255, 7397947.118125514], [344237.2542459853, 7397923.695750627]]","[0, 12, 145, 189, 277, 322]"
"[[341771.30580115214, 7397588.192264697], [342351.97713313234, 7397715.318851418], [342543.9472381051, 7397741.6229191255]]","[0, 261, 305]"
"[[339120.4015430012, 7396353.111763824], [339092.1849507317, 7396356.179595342], [338479.58150985243, 7396342.970328771], [338479.58150985243, 7396342.970328771], [338104.1537366651, 7396254.003930351], [337852.650194681, 7396189.64408675]]","[0, 44, 177, 221, 309, 355]"
"[[349314.8670587607, 7398388.6745050065], [349314.8670587607, 7398388.6745050065], [349314.8670587607, 7398388.6745050065], [349314.8670587607, 7398388.6745050065], [349314.8670587607, 7398388.6745050065], [349314.8670587607, 7398388.6745050065]]","[0, 44, 221, 266, 310, 354]"
"[[333653.41137009556, 7394968.372056235], [333653.41137009556, 7394968.372056235], [333653.41137009556, 7394968.372056235], [333653.41137009556, 7394968.372056235], [333662.1803810033, 7394955.956699748], [333662.1803810033, 7394955.956699748]]","[0, 45, 178, 222, 310, 357]"
"[[326093.21754487674, 7397586.419468394], [326062.5778575841, 7397586.526481131], [325928.1679551576, 7397423.987407388], [325880.27766812884, 7397363.2222253345], [325586.3331007908, 7397142.199839132], [325328.9392849526, 7396871.323166344]]","[0, 45, 161, 206, 299, 344]"
"[[321636.78792711813, 7393493.255716247], [321703.80918983184, 7393230.161060452], [321545.1477127456, 7393016.592246998], [321526.4399434313, 7393001.799063754], [321277.5626052376, 7392806.397638552], [321104.9837663136, 7392671.458569106]]","[0, 45, 162, 207, 276, 321]"
"[[317968.53898036235, 7388849.287082673], [317959.4294427853, 7388867.670758994], [317968.53898036235, 7388849.287082673], [317968.53898036235, 7388849.287082673], [317968.53898036235, 7388849.287082673], [317968.53898036235, 7388849.287082673]]","[0, 45, 180, 225, 270, 315]"
"[[324607.03578720987, 7395621.495204104], [324474.50925923896, 7395849.866938401], [323939.32800817356, 7395976.045740113], [323892.83059038507, 7395961.863358903], [323443.62100954883, 7395558.943001026], [323314.21082333056, 7395400.658938971]]","[0, 45, 180, 225, 315, 339]"
"[[317968.53898036235, 7388849.287082673], [317968.53898036235, 7388849.287082673], [317968.53898036235, 7388849.287082673], [317968.53898036235, 7388849.287082673], [317968.53898036235, 7388849.287082673], [317968.53898036235, 7388849.287082673]]","[0, 45, 181, 226, 288, 333]"
"[[317273.37113796873, 7388662.052411995], [317355.2525727417, 7388709.37597044], [317883.9009761601, 7388981.810566811], [317923.4449701356, 7388933.4577295985], [317923.4449701356, 7388933.4577295985], [317923.4449701356, 7388933.4577295985]]","[0, 45, 203, 254, 299, 344]"
"[[317489.4891750661, 7389475.869295314], [317385.39052780974, 7389331.462707417], [317127.9915113917, 7388884.429141348], [316946.21795640566, 7388778.158465039], [316850.4027011893, 7388713.683318742], [316932.4348473138, 7388698.056432941]]","[0, 45, 180, 225, 314, 359]"
